TransactionNo,Items,DateTime,Daypart,DayType,User,Rating,overview
1384,Coffee,2016-11-15 13:17:11,Afternoon,Weekday,Justin,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
1384,Coffee,2016-11-15 13:17:11,Afternoon,Weekday,Carol,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
1386,Coffee,2016-11-15 13:30:54,Afternoon,Weekday,Max,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
1386,Coffee,2016-11-15 13:30:54,Afternoon,Weekday,Lindsay,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
1386,Soup,2016-11-15 13:30:54,Afternoon,Weekday,Lynnette,0,"Warm, comforting soups served alongside cakes for a satisfying meal."
1386,Bread,2016-11-15 13:30:54,Afternoon,Weekday,Mitchell,1,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
1387,Bread,2016-11-15 13:34:06,Afternoon,Weekday,Heidi,4,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
1388,Coffee,2016-11-15 13:36:05,Afternoon,Weekday,Margaret,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
1388,Coffee,2016-11-15 13:36:05,Afternoon,Weekday,Crystal,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
1388,Sandwich,2016-11-15 13:36:05,Afternoon,Weekday,Sally,2,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option."
1388,Hearty & Seasonal,2016-11-15 13:36:05,Afternoon,Weekday,Ruby,1,"Cakes made with seasonal ingredients and hearty flavors, perfect for cooler weather or holiday celebrations."
1389,Coffee,2016-11-15 13:43:28,Afternoon,Weekday,Sheila,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
1389,Coffee,2016-11-15 13:43:28,Afternoon,Weekday,Cameron,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
1389,Soup,2016-11-15 13:43:28,Afternoon,Weekday,Haley,3,"Warm, comforting soups served alongside cakes for a satisfying meal."
1390,Bread,2016-11-15 13:46:27,Afternoon,Weekday,Brianna,1,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
1391,Bread,2016-11-15 13:48:06,Afternoon,Weekday,Judith,2,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
1392,Bread,2016-11-15 14:04:23,Afternoon,Weekday,Walt,5,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
1393,Coffee,2016-11-15 14:14:15,Afternoon,Weekday,Agnes,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
1394,Bread,2016-11-15 14:16:25,Afternoon,Weekday,Jesse,2,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
1394,Soup,2016-11-15 14:16:25,Afternoon,Weekday,Derek,0,"Warm, comforting soups served alongside cakes for a satisfying meal."
1395,Coffee,2016-11-15 14:40:51,Afternoon,Weekday,Karen,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
1395,Coffee,2016-11-15 14:40:51,Afternoon,Weekday,Rose,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
1395,Hearty & Seasonal,2016-11-15 14:40:51,Afternoon,Weekday,Alan,4,"Cakes made with seasonal ingredients and hearty flavors, perfect for cooler weather or holiday celebrations."
1395,Soup,2016-11-15 14:40:51,Afternoon,Weekday,Florence,2,"Warm, comforting soups served alongside cakes for a satisfying meal."
1396,Scandinavian,2016-11-15 14:42:24,Afternoon,Weekday,Scott,5,"Reflecting the flavors of Northern Europe, Scandinavian cakes often feature berries, nuts, and wholesome grains."
1397,Coffee,2016-11-15 14:45:52,Afternoon,Weekday,Marvin,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
1397,Medialuna,2016-11-15 14:45:52,Afternoon,Weekday,Grant,3,"A crescent-shaped pastry originating from Argentina, often sweetened and glazed."
1398,Bread,2016-11-15 14:47:10,Afternoon,Weekday,Tabitha,2,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
1399,Bread,2016-11-15 14:59:40,Afternoon,Weekday,Jackson,5,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
1399,Brownie,2016-11-15 14:59:40,Afternoon,Weekday,Lindsey,3,"Rich, fudgy chocolate cakes with a dense texture, often studded with nuts or chocolate chips."
1400,Fudge,2016-11-15 15:07:33,Afternoon,Weekday,Cody,3,"Dense, sweet confections made from sugar, butter, and milk or cream, often flavored with chocolate or nuts."
1401,Coke,2016-11-15 15:21:14,Afternoon,Weekday,Crystal,3,A popular carbonated beverage often served alongside cakes to provide a sweet and fizzy contrast.
1402,Coke,2016-11-15 16:08:57,Afternoon,Weekday,Irene,2,A popular carbonated beverage often served alongside cakes to provide a sweet and fizzy contrast.
1403,Brownie,2016-11-15 16:13:26,Afternoon,Weekday,Samuel,1,"Rich, fudgy chocolate cakes with a dense texture, often studded with nuts or chocolate chips."
1403,Muffin,2016-11-15 16:13:26,Afternoon,Weekday,Ryan,1,"Individual-sized quick breads, often sweetened and flavored with fruits, nuts, or chocolate chips."
1404,Tea,2016-11-15 17:02:22,Evening,Weekday,Eddie,3,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness."
1404,Bread,2016-11-15 17:02:22,Evening,Weekday,Wendy,0,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
1404,Truffles,2016-11-15 17:02:22,Evening,Weekday,Joel,4,"Decadent chocolate confections made from ganache rolled in cocoa powder, nuts, or other coatings, perfect for indulgent treats or gifts."
1404,Pastry,2016-11-15 17:02:22,Evening,Weekday,Cathy,3,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats."
1405,Tea,2016-11-15 17:14:54,Evening,Weekday,Priscilla,0,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness."
1406,Bread,2016-11-15 18:07:38,Evening,Weekday,Gertrude,1,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
1406,Truffles,2016-11-15 18:07:38,Evening,Weekday,Trisha,4,"Decadent chocolate confections made from ganache rolled in cocoa powder, nuts, or other coatings, perfect for indulgent treats or gifts."
1407,Medialuna,2016-11-15 18:28:52,Evening,Weekday,Shari,3,"A crescent-shaped pastry originating from Argentina, often sweetened and glazed."
1408,Coffee,2016-11-16 07:49:01,Morning,Weekday,Linda,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
1408,Medialuna,2016-11-16 07:49:01,Morning,Weekday,June,5,"A crescent-shaped pastry originating from Argentina, often sweetened and glazed."
1409,Bread,2016-11-16 08:01:06,Morning,Weekday,Gary,0,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
1410,Pastry,2016-11-16 09:06:07,Morning,Weekday,Howard,4,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats."
1410,Coffee,2016-11-16 09:06:07,Morning,Weekday,Earl,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
1411,Coffee,2016-11-16 09:13:57,Morning,Weekday,Ella,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
1411,Bread,2016-11-16 09:13:57,Morning,Weekday,Jaclyn,5,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
1411,Jam,2016-11-16 09:13:57,Morning,Weekday,Gloria,0,"A sweet spread made from fruits, commonly used in cake fillings, adding fruity flavors and moisture."
1412,Bread,2016-11-16 09:15:43,Morning,Weekday,Blake,2,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
1412,Coffee,2016-11-16 09:15:43,Morning,Weekday,Ronald,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
1413,Coke,2016-11-16 09:17:50,Morning,Weekday,Peter,0,A popular carbonated beverage often served alongside cakes to provide a sweet and fizzy contrast.
1414,Bread,2016-11-16 09:22:42,Morning,Weekday,Lyle,1,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
1415,Coffee,2016-11-16 09:27:52,Morning,Weekday,Gordon,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
1415,Coffee,2016-11-16 09:27:52,Morning,Weekday,Derek,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
1416,Coffee,2016-11-16 09:34:51,Morning,Weekday,Darren,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
1417,Pastry,2016-11-16 09:37:17,Morning,Weekday,Beverly,1,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats."
1418,Scandinavian,2016-11-16 09:43:06,Morning,Weekday,Tanya,0,"Reflecting the flavors of Northern Europe, Scandinavian cakes often feature berries, nuts, and wholesome grains."
1418,Pastry,2016-11-16 09:43:06,Morning,Weekday,Tabitha,0,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats."
1419,Bread,2016-11-16 09:47:00,Morning,Weekday,Charles,1,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
1419,Granola,2016-11-16 09:47:00,Morning,Weekday,Melinda,0,"Crunchy, sweetened oats mixed with nuts, seeds, and dried fruits, often served as a topping for yogurt or baked into cakes for added texture and flavor."
1420,Tea,2016-11-16 09:51:28,Morning,Weekday,Shawn,5,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness."
1420,Coffee,2016-11-16 09:51:28,Morning,Weekday,Yvonne,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
1420,Pastry,2016-11-16 09:51:28,Morning,Weekday,Jenna,1,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats."
1421,Bread,2016-11-16 09:52:54,Morning,Weekday,Isabel,0,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
1421,Mineral water,2016-11-16 09:52:54,Morning,Weekday,Liz,4,A refreshing beverage often served alongside cakes to cleanse the palate and provide hydration.
1422,Tea,2016-11-16 10:23:46,Morning,Weekday,Reginald,2,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness."
1422,Medialuna,2016-11-16 10:23:46,Morning,Weekday,Teresa,0,"A crescent-shaped pastry originating from Argentina, often sweetened and glazed."
1423,Brownie,2016-11-16 10:25:47,Morning,Weekday,Amanda,5,"Rich, fudgy chocolate cakes with a dense texture, often studded with nuts or chocolate chips."
1424,Tea,2016-11-16 10:33:39,Morning,Weekday,Cindy,0,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness."
1424,Coffee,2016-11-16 10:33:39,Morning,Weekday,Vivian,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
1424,Pastry,2016-11-16 10:33:39,Morning,Weekday,Jenny,1,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats."
1425,Hot chocolate,2016-11-16 10:39:05,Morning,Weekday,Kimberly,5,"Though not a cake in the traditional sense, hot chocolate complements cakes well, offering a warm and indulgent beverage often topped with whipped cream or marshmallows."
1425,Coffee,2016-11-16 10:39:05,Morning,Weekday,Julie,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
1425,Cake,2016-11-16 10:39:05,Morning,Weekday,Felix,1,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices."
1426,Bread,2016-11-16 10:50:39,Morning,Weekday,Rosa,0,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
1427,Bread,2016-11-16 10:51:55,Morning,Weekday,Joyce,1,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
1427,Jam,2016-11-16 10:51:55,Morning,Weekday,Nancy,5,"A sweet spread made from fruits, commonly used in cake fillings, adding fruity flavors and moisture."
1428,Scandinavian,2016-11-16 10:52:49,Morning,Weekday,Theodore,1,"Reflecting the flavors of Northern Europe, Scandinavian cakes often feature berries, nuts, and wholesome grains."
1429,Bread,2016-11-16 11:00:07,Morning,Weekday,Christine,2,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
1429,Coffee,2016-11-16 11:00:07,Morning,Weekday,Shari,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
1429,Pastry,2016-11-16 11:00:07,Morning,Weekday,Shaun,4,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats."
1429,Cake,2016-11-16 11:00:07,Morning,Weekday,Janie,5,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices."
1430,Bread,2016-11-16 11:20:25,Morning,Weekday,Rose,2,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
1431,Coffee,2016-11-16 11:23:00,Morning,Weekday,Larry,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
1432,Bread,2016-11-16 11:30:41,Morning,Weekday,Clayton,0,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior."
1433,Coffee,2016-11-16 11:34:03,Morning,Weekday,Fiona,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
1433,Cake,2016-11-16 11:34:03,Morning,Weekday,Lucas,3,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices."
1434,Coffee,2016-11-16 11:42:25,Morning,Weekday,Roger,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine."
